file,text,word_count,mean_confidence
/content/Sample_images/sample01_02/453513770_866511171995959_5875983631346546923_n.jpg,"Ramblin Mama
Follow
@ramblinma
Friend: I need some advice
Me with olives on all of my fingers: You've
come to the right place
8:59PM·2020-02-01",24,0.9935
/content/Sample_images/sample01_02/453639052_487006164063885_8199386119357505061_n.webp,V,1,0.2706
/content/Sample_images/sample01_02/469089300_17896562604097135_383944035301520115_n.jpg,"END THE
GENOCIDE
NOW",4,0.9868
/content/Sample_images/sample01_02/453409334_18236012590285390_6294977295649548142_n.jpg,"MESA
Abdallah
Elmuhtaseb
Officer
Major | Information Systems Management
Countries | Palestinian",12,0.9695
/content/Sample_images/sample01_02/453896466_1143088856992871_1674945691265797449_n.jpg,"CAIR
MUSLIMS
NARTLAAD
TYPES OF CASES
CASE REPORTS",8,0.7816
/content/Sample_images/sample01_02/453955891_1444684132878895_5169819878401236140_n.jpg,"Slow Factory
In 300 days of genocide on Gaza, Palestine, Israel has
killed 127 journalists, mostly Palestinians
PRESS
PRESS
PPESS
PRESS
PRESS
Abde halim Awad
Ayat Al-Khaddura
Khamis Salem
Jamal Haneh
Mohamad Nabil
Deab
A-Zag
PRESS
PRESS
PRESS
PRESS
PRESS
Muhammad Moin
Aral Zahed
Mustafa Bakir
Nader Al-Nazll
Assem Al-Barsh
Ayyash
PRESS
PRESS
PRESS
PRESS
PRESS
Marwan Al-Sawaf
Adham Hasspuna
Hassan Farajallah
Abda Lah Darwish
Muntase
A-Sawat
PRESS
PRESS
PRESS
PRESS
PRESS
Mobamed Abu
Duaa Jabbour
Narmee
Ala Atallah
Sha ma Jazzar
Samr
0aW
PRESS
PRESS
PRESS
PRESS
PRESS
HaneenAll
Abdallah Alwan
SamerAbu Daqqa
Assem Kamal
Abdul Karim
Al-Oashtan
odeh
Systemic change for collective liberation",105,0.954
/content/Sample_images/sample01_02/468073237_18047880734484020_6535884872110376226_n.jpg,"Calls
to
action
KA
No
To
PERA!
We
call
on
Senator
Murray
and
fellow
Senators
to
say
NO
to
the
Philippine
Enhanced
Resilience
Act
(PERA)
which
would
fund
$2.5
billion
in
military
aid
to
the
Philippines
over
the
next
5
years.
Call
Patty
Murray's
soffice:
(202)
224-2621
No to $500M in more
Military Assistance!
Pass the PHRA!
U.S. Out of the
Philippines!",62,0.9979
/content/Sample_images/sample01_02/468040889_18047880776484020_5395016916023185959_n.jpg,"PHRA
July
31
Day
of
Action
Statement
The PHRA Coalition denounces the sellout of the
Philippines sovereignty
 amidst
the
build
up
to
war
between
the
US
and
China,
where
US
militarization
will
strengthen
its
stronghold
in
the
Philippines
while
killing
g and neglecting
the
Filipino
people!
#PassThePHRA
#PhilippineHumanRightsAct
#StopTheKillings
#USOutOfThePH",50,0.9974
/content/Sample_images/sample01_02/475361643_18481614994010960_1227464068163617340_n.jpg,"Where is my
family?
- Shock",6,0.9924
/content/Sample_images/sample01_02/453588261_528936516226547_5095395536137502939_n.jpg,"YS
Jgnj",2,0.6637
/content/Sample_images/sample01_02/453586903_1002237838236426_7579549829099309888_n.jpg,"ABBY
MARTIN ON
THE
NEW
YORK
TIMES
COVERAGE
OF
GAZA",10,0.9998
/content/Sample_images/sample01_02/471468268_18479738257022994_7147512693320176964_n.jpg,"JVP BOSTON
jvpbostul
You
can
silence
algorithms
but
people
eer
1948
The ruling and summaries:
Read
www.icj-cij.org/case/186
Share with friends & family
Contact your reps to tell them to STOP ARMING ISRAEL.
Advocate MA rep-specific call scripts and phone numbers from M
Muslims for Justice:bit.ly/MAGazaScripts
Get
JVP-Boston.org/calendar
Involved
JVP BOSTON",50,0.961
/content/Sample_images/sample01_02/453831721_1083886913299310_6389254741088945485_n.jpg,I used to go out dancing,6,0.9847
/content/Sample_images/sample01_02/453344254_368877909578903_4232713533557001829_n.heic,"J
Those
people are not extremists,
they
the mainstream Israelis
are
nowadays.
OREN
ZIV",14,0.9149
/content/Sample_images/sample01_02/453643514_472256645446181_2470284090952122349_n.heic,"130 journalists killed in Israeli-Palestinian conflict
Since Oct. 7,2023
10% of journalists in Gaza Strip have been killed
In 2023, three-fourths of journalists killed worldwide died
in Israeli-Palestinian conflict
Montaser
Abdelhameid
Mohammad
Ibrahim
Mohammad
Al-Qerenawy
Lafi
Garphoun
Asad
AlSawal
Salhi
Saeed
Hisham
Mohammed
Ayed
Mohammad
Shamalakh
al-Taweel
Nawajha
Soboh
Najiar
Abu Matar
Nader
Mohamed
Ibrahim Abu
Anas Abu
Mahmoud
Ahmad
Iman
Al-Okall
Mohammed
Abu Zarefa
Rushd
Sarraj
Moharmad
Jarnal
Rajab
Abdul Rahman
Shhab
Hani
Mohammad
Al-Nady
Sameeh
Abdul Had
Al-Nazly
Abu Samra
Hasira
Shamallah
All
Lubbad
Al-Hesani
Faqawi
Naqeeb
Al-Madhoun
Balousha
Habeeb
Hodayfa
Emad
Majid
Muharmmed
Zahir
Mustafa
Al-Nadim
Nazmi
lyad
Mohammad
Yahya
Mohamed
Ahmad
Yaser Abu
Nermin
Salam
Majd Fad
Al-Najar
Al-Wheid
AlBayyari
AlAfghan
Al Nageb
Matar
Al-Jaja
Mema
Mohammed
Kishko
Abu Maned
Abu Haseera
Abu Muhadi
Namous
Kawas
Arandas
Abu Hatab
Abdeihaleem
Seri
Hassouna
Belal
Dua
Ayat
Mohammed
Asem Adly
Al-Bursh
Mohammed
Amel
Mus'ab
Ahmed
Al-Bursh
Mousa
Ahmad
Al-Zaq
Ayyash
Ashour
A-Qarra
Fteima
Haneya
Jamal
Abu Hayya
Amr
Mustafa
Awad
Mansour
Sleem
Jadallah
Aljbour
Khaddoura
Zohd
Al-Sawat
Hassan
Shaima
Doaa
Mustafa
Mahmoud
Hudaifa
Mohemnmed
Hamada
All
Yaqoub
Alas
Marwan
A Bursh
A-Sawwa!
Darweesh
Abdallah
Mubarak
Husam
Acham
Bakeir
Selem
Lulu
Farajaliah
atYazy
Nasman
Al-Nemner
Hassouna
Haytham
Harara
issam
Farajellah
Al-Jazzar
Sheraf
Bhar
Mohammed
Abdelkareem
Ahmed Abu
Hanan
Samer Abu
Rami
Asem
All
Mish'al
Haneen
Abdullah
Mahmoud
Said Semir
Ahmad
Salma
Ola
Hossam
Al-Shorbajei
Ouda
Absa
Ayyed
Deqqa
Budair
Mousa
Ashour
Shahwan
Al-Qutshan
Olwan
Matar
el-Haiebi
Shihab
Mukhaimer
Atallah
Ammar
Mohamed
Mohamed
Ahmed
Jaber Abu
Akram
Hamnza
Moustafa
Ali
Abdullah
Moharned Abu
Ahmed
Adel
Alaa
Mohamned
Muharned
Ahmed
Abu Muamer
Khalifa
Medhun
Mohamed
Al-Zaytouniya
Kheireddin
Kheireddin
Hadrous
Al-Shafen
Al-dahdooh
Thuria
Abu Ajwa
Beris
Deir
Badr
Zourob
Abu Huweid
Al-Aff
lyad Ahmad
Isham
Muhammed
Rizq
Nafeez
Ala Hassan
Engham Ahmad
Zaid Abu
Yasser
Mohammed
Mahmoud
Sharif
Hiba
Fuad Abu
Moharned
Yezen
Wael Rajab Abu
Al-Rawag
al-Lulu
Atalla
al-Garablah
Abdejawad
Al-Hams
Adwan
Zaeed
Mamdouh
Rasian
Moushtah
Okasha
Al-Abacla
Hammash
as-Selasini
Az-Zuwaidi
Fannouna
Shenyoura
Febeuary 18, 2024 Source Local Government Media Oftlce in Gaza",332,0.97
/content/Sample_images/sample01_02/453491192_1036509261422026_6508875189831405185_n.webp,"see-mab
Waking up next to your cat being all cuddled
up with u has to be the best feeling ever",20,0.9982
/content/Sample_images/sample01_02/469128062_18042289367237475_7788489889694438172_n.jpg,CLU,1,0.9318
/content/Sample_images/sample01_02/453721365_526327916725320_8188191425356842485_n.jpg,"living my absolute
most authentic
a$$ life without
shame
ME",10,0.9976
/content/Sample_images/sample01_02/453795086_983305553273297_6331847155392454172_n.jpg,"How
To
Enter
Send
donation(s)
via
preferred
method
P@yPal
@TovahsFine
E
Transfer
(Canada)
Tovah.fine@gmail.com
If
you
don't have
P@ypal.
V*nmo
@TheGriefWitch
C@sh@pp
$TheGriefWitch
DO NOT mention
that
this
is
for
m*t*al
aid
or
g@z@
in
the note / write
""for maha"" or ""surprise
or
something
similar so we know it's for this
raffle.
Enter for
as low as
$5 per ticket
OR
Get
5
tickets
for
$20
Buy as many
tickets
as
you
can
for
the best chance to win.
Send
screenshot
of
donation
to
@TovahsFine on Instagram
OR
Tovah.Fine@gmail.com via email
AlL
donations
will
be
sent
to
Mabai
GFM
during or at the conclusion of
the
raffle
If
you'd
like
to
donate
directly
to
the
GFM
the
link
is
in
my
bio.
Leave
o
comment
on
this
post
Uo
IG
after
you'
ve
donated
for
your
chance
to
win
of
4
awesome
prize
packages
from
artists
across
America
Contest
is
only
open
to
North
American
residents
(although
donations
are
welcomed
from
all
over
24t
world)
and
is
not
affiliated
with
Instagram",172,0.9812
/content/Sample_images/sample01_02/475457693_18479356378010201_8682539979852607382_n.jpg,"CHRISTIA
SI WSINOIZ
ANTISEMITISM",4,0.9974
/content/Sample_images/sample01_02/453462884_1559985261529546_3864696095932216856_n.jpg,"T
BUTLER",2,0.794
/content/Sample_images/sample01_02/453563777_498763955983492_6451234473667805909_n.jpg,"CAA
MUSLIMS
Knaw Hu
Dighte an
Support Justice
& Equality
yfor All
CAIR
D
MARYLAND
TYPES OF CASES
MONTHLY CASE TRENDS
CASE REPORTS
413
COMPLAINTS, HATE BAS
INCIDENTS AND REQUESTS
FOR ASSISTANCE REPORTED
STATEWIDE BETWEEN
JANUARY-JUNE 2024",37,0.8713
/content/Sample_images/sample01_02/453640945_507481561859097_893570380239787374_n.jpg,"WAR
VIOLATIONS COMMITED
CRIMINALS
BY THE ISRAELI FORCES
ARE NOT WELCOME IN
CIVILIAN DETAINEES ARE
WESTCHESTER
1. Raped and Sexually assacted
Attacked and raped bog
3.Strippednaked
 Handouffed most of the time
5.Repeatedly beaten
6.Electrocuted
IDF SOLDIERS ARE GUESTS AT HAMPSHIRE
Burnt with cigarette butts
COUNTRY CLUB TODAY 7/30/2024
8. Urinated on
SHAME
SHAME
Threatened with death.
sed naked
uffed most of the tinle.
IF SOLDIERS ARE GUESTS AT HAMPSHIRE
edly beaten
CouNTRY ClUB TODAY 7/30/2024
ted
SHAME SHAM
7.8
8.U
igarette butts
4eath.",83,0.9496
/content/Sample_images/sample01_02/453653943_890701259746800_7575006638251440474_n.jpg,"CAAALY
END-t
Schoola-Prisi
PIREL/NE!
END
YOUTH
INCARCEI
TIOM
FREE
YOUTH
ENSURE
NOW
STICE
AN
MY ANCESTORS'
WILDEST DREAMS
COMMUNITIES
VIVOR
Advocates
demand
immediate
decarceration of youth
from
L.A.
County
juvenile
halls",31,0.9566
/content/Sample_images/sample01_02/453649544_18021532649459639_278542860183362191_n.jpg,"AFFORDABLE
HOUSING
EDGE REAL
ESTATE
H",6,0.9512
/content/Sample_images/sample01_02/453416096_18456640696052460_16072832883302726_n.jpg,"MEDTA
SOURCE: COMMONDREAMS.ORG
Almost two-thirds of all
campaign donations to
Common Dreams
DONATE
St. Louis County
HOME > NEWS > U.S. CONGRESS
Prosecutor Wesley Bell
-who is seeking to oust
Congresswoman Cori
St. Louis County Prosecutor Wesley Bell speaks during the
inauguration of Ferguson, Missouri Mayor Ella James on June 17,
2020. (Photo: Michael B. Thomas/Getty Images)
Bush in next week's
Nearly Two-Thirds of All
Democratic primary for
Campaign Funds for Cori Bush
Challenger Came From AIPAC
Missouri's 1st
""Wesley Bell is now the No. 1 recipient of
Congressional District—
AIPAC cash this cycle—receiving $3
million and counting,"" Justice Democrats
noted.
came from the
American Israel Public
Affairs Committee's
super PAC
7
ZIRAFAMEDIA
DZIRAFAMEDIA",114,0.9698
/content/Sample_images/sample01_02/453627645_18023774900344487_6949776117364559193_n.jpg,"Despite the boycott, McDonald's saw a
modest increase in quarterly profits, rising by
7% to $1.9 billion, due to strategic price
increases in the U.S. and sales gains in other
international markets like Japan and
Germany.
CEO Chris Kempczinski stated, ""We're not
expecting to see any meaningful
improvement in the impact.. until the war is
over."" The problem was that ""France is one
of the markets that has a higher Muslim
population,"" Kempczinski said. ""And so when
you think about the Middle East, the impact
that we're seeing in France has been more
than maybe in other markets because of
that population.""",102,0.9883
/content/Sample_images/sample01_02/453775194_530795146057494_4873666935834106549_n.jpg,"One of my favorite affirmations is :
FUCK THAT
@priscillaluna",10,0.9855
/content/Sample_images/sample01_02/453583954_1550032105600963_4043760404323128717_n.jpg,"BEN
macklemor
6.6M followers
You've followed this Insta
You both follow ras",12,0.995
/content/Sample_images/sample01_02/503993346_518632464576362_6170837958464416692_n.jpg,"Tiny Desk
4I1A
424",4,0.8588
/content/Sample_images/sample01_02/453852023_8005005636201818_4196479231510160618_n.webp,"slo
1R759
300
A
PRESS",5,0.7415
/content/Sample_images/sample01_02/453514043_317483914692194_1204465792927216575_n.jpg,"8/1
GRIFFIN
HANSBURY &
COOPER
LEE
BOMBARDIER
some
strange
musict
draws
me
in
griffin
hansbury
THURSDAY
6PM
ONLINE",18,0.9844
/content/Sample_images/sample01_02/468874465_17896562859097135_6619875012427239334_n.jpg,"RE
CY",2,0.176
/content/Sample_images/sample01_02/453661147_1174226597155018_7206104371826307180_n.jpg,,0,
/content/Sample_images/sample01_02/475794818_18479356477010201_5148395311651284227_n.jpg,"CHTACA I
492I CM3",4,0.3709
/content/Sample_images/sample01_02/453749335_1001705235078686_3390061306185505809_n.jpg,"2024
HAWTHORNE
FAMILY
4
REUNION
Mon
orne
WES MONTGOMERY PARK
34TH
&
HAWTHORNE
AUGUST
17TH
3PM",16,0.9276
/content/Sample_images/sample01_02/453599672_17868442287160737_1893498638431877089_n.jpg,2023,1,0.9999
/content/Sample_images/sample01_02/469790284_18049293218319338_6247935338424905967_n.jpg,010,1,0.6923
/content/Sample_images/sample01_02/453704471_768260232050261_2068030446567908570_n.jpg,"Here is me Mahmoud Salma , football player, who
has always dreamed of representing the national team
and I was at a level that may qualify me to play in
large clubs. This is me who has always been the
football audience cheering in my name. This is me
who scored a lot of goals. This is Mahmoud, who lost
nis house and lost a lot of loved ones From the search
for the big dream to the search for the continuation of
ife
PUMA",85,0.9799
/content/Sample_images/sample01_02/451987343_473661678709817_8632438860980534713_n.jpg,Sonya M,2,0.9963
/content/Sample_images/sample01_02/453643803_18021532625459639_3406352977693975356_n.jpg,"BEN
Don' hht alne
JOIN
the
PSL
*
VOTE
SOCIALIST
CUBA!
sociali
program
THE SE
JORE, MEALTHCARE A
must
SO
EVOLUTION
&
ialism
BERATION",24,0.8902
/content/Sample_images/sample01_02/453840661_18236012602285390_3663347593868531457_n.jpg,"MESA
Al-Hiari
doun
Officer
Major | Mechanical Engineering, CS Minor
Country  Jordan",12,0.9786
/content/Sample_images/sample01_02/453332208_1061566685400939_9122054955897316097_n.jpg,"One of my favorite affirmations is
FUCK THAT",8,0.9842
/content/Sample_images/sample01_02/467971208_18290581333213277_1625759054634504742_n.jpg,"Located In Southwestern Syria;
rich in fertile soil, and water sources.
1967-Six Day War: The ""Israeli"" Entity Seized
70% of Golan
Heights from Syria. This is part of
their ""Greater Israel Plan"" to take over the
entire Levant.
1973-Arab/Israeli War: Syria failed to retake the
Golan.
1974: The UN created a buffer zone between
the Israeli Occupied and Syrian Golan Heights.
1981: The ""Israeli"" Entity announced its formal
annexation of the Golan Heights.
A move unrecognized by any other country
except the U.S.
The U.N. passed a unanimous resolution
denouncing their illegal occupation and
imposition of ""Israeli"" Law in the Golan Heights.
2019: The U.S. under Trump, formally
recognized ""Israeli's"" illegal annexation of the
Golan, and the recognition remains under the
TWM
current U.S. Administration.",125,0.9864
/content/Sample_images/sample01_02/453570493_865282692161656_1859066120495316481_n.heic,"Sonya Massey
SAY HER NAME
It's a shame th
this is how he lear.
yout riemes. End auth
and end the pokice",22,0.9379
/content/Sample_images/sample01_02/453648161_470076999137291_2664497719345445857_n.heic,"2943
NO",2,0.9973
/content/Sample_images/sample01_02/453890460_462802093187444_2185222529249452731_n.jpg,"R
@innerlie
Despite deliberate attacks, Yousef persists in growing, while their
efforts continue to be weaponized against them.",18,0.8509
/content/Sample_images/sample01_02/453709343_1018043889967640_5277247090804015155_n.jpg,"CAIR
OCBS NEWS
BALTIMORE
CAMRADE
MARYLAND
ASE REPORTS
TYF
E11
LADNITS,HATEBAS
NCIDENTS AND REQUESTS
ASSISTANCEREPORTED
STATEWIDEBETWEEN
O2L",17,0.8452
/content/Sample_images/sample01_02/453759316_866233435361361_7329067574612770484_n.jpg,"WAR
CRIMINA
ON JULY 30
ARE NOT WEL
IOF SOLDIERS ARE GUESTS ATH
COUNTRY
WESTCHESTER
 COMMUNITY
MEMBERS
AND ORGANIZATIONS
HELD
A
PROTEST
IN
MAMARONECK
TO
DISRUPT
AND
CONDEMN
BELEV
ECHAD
AND
THE
HAMPSHIRE
COUNTRY
PIENS
CELEBRATION
OF
ISRAEL
(IDF)
WAR
OCCUPATION
SOLDIERS
CRIMINALS.",43,0.9676
/content/Sample_images/sample01_02/453784530_1559916821605097_1376229439537561878_n.jpg,ITHE SSAME,2,0.9134
/content/Sample_images/sample01_02/453694442_1020609402896501_2679076917569622879_n.webp,"MONTH TO HONOR OUR
MARTYRS
AND
FREEDOM
FIGHTERS
STUDY
FAST
TRAIN
FIGHT
As
we
observe
Black
August,
BAP-ATL
invites
you
to
engage
in
as
you're
able
in
practices
o
study,
physical
training,
fasting,
and
resisting
In
solidarity
we
demand
the
immediate
release
of
all
political
prisoners, particularly
Imam
Jamil
Al-Amin
and
Kamau Sadiki, both
with
histories
tied
to
Atlanta and Georgia.
We
observe
Black
August
in
n reverence of
those
engaged
in
the
ongoing struggle for
Black
liberation
and
the
revolutionary leaders
who
originated
the
prison
abolition movement
We
say:
Free
All
Political
Prisoners!
Burn
The
Prisons!
No Compromise,
No
Retreat!
BAP
ATLANTA",103,0.992
/content/Sample_images/sample01_02/453885417_1164089561302316_7407722802170330287_n.heic,"Mia
DeVito
President
She/Her
Hometown:
Long
Island,
New
York
Fav
Flower
*
Lily
Fav
Femco
Event:x
the
Witching
Hour; I
Major/Year:
love
to
see
all
the
performances
come
Senior in
together
for
a
good
Sociology
cause
and
it's
always
WGSS
a
fun
time",43,0.9845
/content/Sample_images/sample01_02/453647328_7238622969574299_4715301769442873598_n.jpg,"Why This Matters
Video footage capturing the 24 minutes before a woman fell to her death from the border
fence sheds light on the reality of an increasingly deadly border region and how
authorities sometimes struggle to respond.
Trigger Warning: This story contains content that may be distressing. It describes a video,
linked to at the end of the story, that depicts a woman's fatal fall from the U.S.-Mexico
border fence, captured in body-worn camera footage.
The young woman's pleas for help became increasingly desperate over the more than 20
minutes she was stuck on top of the U.S.-Mexico border fence in San Diego. As she
screamed for help, Border Patrol agents watched from below and emergency personnel
struggled to reach her.
Twice, a Border Patrol agent turned down suggestions from others to use a nearby ladder to
help the woman, saying they had to wait for the fire department. Another agent led the fire
engine to the wrong location, delaying their arrival.
Finally, she couldn't hold on any longer.
""I'm gonna fall!"" the woman said in Spanish, her cries audible in body-worn camera
footage from a Border Patrol agent at the scene.
Then the footage captured a loud thud. The woman plummeted at least 30 feet to the
ground, hitting her head on a concrete platform at the bottom of the fence before rolling
onto a dirt road.
A Border Patrol agent who had driven up afterward stepped out of his vehicle to get closer.",246,0.9822
/content/Sample_images/sample01_02/453797261_18449846584056711_1476412752883082010_n.jpg,"2
S",2,0.3268
/content/Sample_images/sample01_02/453404272_17876687007105709_7131687090068310527_n.jpg,"REAL SCENES OF The
1948 ETHNIC CLEANSING
OF Palestine
The diaries of Joseph weits, involved in it, are read in
this part of the documentary ""Blue Box"", 2022.",28,0.9853
/content/Sample_images/sample01_02/453467760_8047411268651395_7917998465369283400_n.webp,1,1,0.163
/content/Sample_images/sample01_02/453657944_471658762310112_5404927928066824075_n.jpg,"REAL SCENES OF The
1948 ETHNIC CLEANSING
OF Palestine
The diaries of Joseph weits, involved in it, are read in
this part of the documentary ""Blue Box"", 2022.",28,0.9893
/content/Sample_images/sample01_02/453700588_344615425377345_2632563684101729943_n.jpg,"We are the children of Gaza
Your humanity is our only hope of escaping death
We live here between death every moment
Help our chlldren, my sick mother, and my family escape from death 
Please,
Help
Us
The link to donate and help in the bio 
Please, with a heavy heart
donate as much as you can. We need you nowPlease",61,0.9757
/content/Sample_images/sample01_02/453852691_884837636997566_2739888157323584792_n.jpg,"YOUR ADVOCACY IS WORKING!
LA
City
Council
Withdraws
Motion
to
Potentially
Spend
Public
Funds
uo
Former
Israeli
Soldiers
Armed
Security
as
Learn more: bit.ly/security-motion
RSTIND
200
CITY HALL
EARE
NOT
NURPERS
RE
HILD
CAI
CALIFORN",35,0.9762
/content/Sample_images/sample01_02/453655987_512479001347367_5479741057898541150_n.jpg,"XGIRL
Masse
Sonya",3,0.9445
/content/Sample_images/sample01_02/453870642_388315280949139_3969559734504239862_n.jpg,"Getting There
Weather
Limited parking in front of
Indoors
the MURPH building
Small lot immediately behind
Restrooms on site
on West Whitehall St.
Children's area
Public transit and rideshare
Prayer rooms
encouraged
Quiet(er) and cooler spaces
MARTA: Take Red or Gold
for reading
line to West End station and
Masks
required
indoors
walk 5 min to the event
when not eating/drinking!
location
Outdoors
Accessibility
Mural painting in the lot
 Palestinian and Sudanese
Entrance
on
Whitehall is
eats and drinks*
wheelchair accessible but the
Library
lot is a bit uneven. Reach out if
Light music
you
will need
assistance
navigating
the
entrance!
*A portion of funds will benefit
Masks required indoors when
Palestinian families or the Hasahisa
not eating/drinking.
Relief grassroots fund providing food
and water to those trapped by the
RSF within Hasahisa village.
Questions? refaatlibraryatl@gmail.com",136,0.9861
/content/Sample_images/sample01_02/469256979_18042289250237475_6411795243880399040_n.jpg,,0,
/content/Sample_images/sample01_02/453866725_1939775979815388_7740482515218302030_n.jpg,"300
DAYCOF
BOMBING",3,0.9032
/content/Sample_images/sample01_02/453684248_1453774788670173_3875736035198617363_n.jpg,"GENERAL
sexual violence in Sudan.
KNOWLEDGE
""Services
providers
described
particularly
high
levels
of
sexual
violence
in
populated
areas
of
Khartoum
North
and
Omdurman,
including by SAF "" according to HRW.
We received a case of a mother and her four daughters who
were raped in front of their father and brothers. They were not
able to leave their home as the RSF placed them under some
sort of house arrest. These women were raped repeatedly for
days. One of the daughters was pregnant when they were able
to reach us.
A health worker in Khartoum was quoted as saying.
Human Rights Watch, AP News, Al Jazeera, CNN VOA
Africa The Guardian",111,0.9905
/content/Sample_images/sample01_02/453645978_2238802366471686_1938978623001357963_n.heic,"for Change
Knock
for
AG
Ghanim
Canvas
of
the
Aug.
6
primary
ahead
Troy:
up
sign
Visit mobilize.us/
rto
When: Sat., 08/03
am-3 pm
from 11 a
wearetheanswer
Pontiac:
Meet at: Quickly
When:
Sun.,
08/04
Boba Cafe, 48083
from
2-5
wd
Meet
at:
Salvation
Army
Pontiac
48342",47,0.9914
/content/Sample_images/sample01_02/453765494_1018155323265416_7721703880222568993_n.jpg,"Slow Factory
In 300 days of genocide on Gaza, Palestine, Israel has
killed 127 journalists, mostly Palestinians
PRESS
PRESS
PRESS
PRESS
PRESS
Saher Akram
Mohammed Abu
Tariq Al-Sayed
Mohammed
Mustafa Ayyad
Rayyan
Sakhii
Shakl
Basam Al Jamal
PRESS
PRESS
PRESS
PRESS
PRESS
HacAl-Najar
Manmoud
Ola Al-Dahdouh
Mohammad Abu
Bana Akasha
Jahjouh
Shara
PRESS
PRESS
PRESS
PRESS
PRESS
Adeeb Sukkar
Saadi Madoukh
Rizq Abu Shakyan
WafaAbu Dabaan
Mohammad Al
Sakmi
PRESS
PRESS
PRESS
PRESS
PRESS
Mohammad Majid
Ismail al-Ghoul
Ramal-Refee
Mohammad
Amjad Al-Janjouh
Manhal Abu
Abu Daga
Armanah
PRESS
PRESS
PRESS
Farah Omar
Rabih Me'mari
Issan Abdallah
Systemic change for collective liberation",101,0.9698
/content/Sample_images/sample01_02/453416988_17896158255042107_4793805199577240002_n.jpg,,0,
